total_events,events_per_minute,cnt_4624,cnt_4625,cnt_4648,cnt_4661,cnt_4672,cnt_4688,cnt_4696,cnt_4697,cnt_4698,cnt_4702,cnt_4720,cnt_4726,cnt_4728,cnt_4732,cnt_4738,cnt_4756,cnt_4768,cnt_4769,cnt_4770,cnt_4771,cnt_4773,cnt_4776,cnt_4798,cnt_4799,brute_force_score,lateral_move_score,persistence_score,priv_escalation_score,recon_score,execution_score,kerberos_score,logon_failure_ratio,entropy_eventids,distinct_eventids
2800,560.0,8,0,0,0,8,8,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,16,1,11,1,8,0,0.0,3.263114821645801,41
4478,895.6,8,0,0,0,8,10,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,16,1,11,1,10,0,0.0,3.09754788567665,42
6319,1263.8,9,0,0,0,9,15,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,18,2,12,1,15,0,0.0,2.971897770359536,45
6267,1253.4,9,0,0,0,9,15,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,18,2,12,1,15,0,0.0,2.9840806014978156,45
6199,1239.8,9,0,0,0,9,15,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,18,2,12,1,15,0,0.0,2.9910054733093396,45
4123,824.6,1,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,7,0,0.0,2.5214283338203605,29
2099,419.8,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,0,0.0,2.49769883232473,28
148,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2738010189216276,8
86,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.354954832443926,7
58,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2960977537267775,7
2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9999999997114609,2
1875,375.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,9,2,0,0.0,2.575334603904045,24
2154,430.8,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,9,6,0,0.0,2.6503599579468733,26
2279,455.8,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,9,6,0,0.0,2.5953058647381217,26
2582,516.4,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,9,6,0,0.0,2.4664029774435843,26
2821,564.2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,9,6,0,0.0,2.3365610240070946,26
1543,308.6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,1.437333700255014,21
1203,240.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9277305914982384,15
1153,230.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6821055556459878,10
948,189.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6951882227908942,7
917,183.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7255064043887577,6
846,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6743735433298377,6
1044,208.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8448697375467591,8
936,187.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8371927400142443,8
776,155.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7872281495391601,10
1370,274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.4527709045608495,14
1405,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.445717487550444,14
1621,324.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.2123100060690055,12
2082,416.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.080379386341779,15
2269,453.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.086184855028054,15
1608,321.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5771530956815509,11
1669,333.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.60556889577833,11
1528,305.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5629671714561876,11
1143,228.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6090583486849163,7
984,196.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4202116098710976,6
894,178.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.43597124350736843,6
899,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5526710476196669,6
1387,277.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.341888038952928,13
2701,540.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.2203378022319713,14
2922,584.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.1774079199687153,14
3008,601.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.180334004936164,15
3042,608.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.1811579044982483,16
2298,459.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8666327158566509,10
871,174.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.740233477853748,9
539,107.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8913378037369221,9
366,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9232660189752085,7
84,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7504568349908436,7
